gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
AAR2	ENST00000373932	true	9	1.1672e+01	7.7111e-01	4.6400e-01	1.3430e+00	190	2.2968e+02	8.2724e-01	7.3400e-01	9.3300e-01	83	8.9761e+01	9.2468e-01	7.7300e-01	1.1100e+00	7.2879e-01	9.4985e-01	5.5872e-01	8.8549e-06	5.4524e-01	4.5475e-01	[]
AAR2	ENST00000397286	false	8	9.9947e+00	8.0042e-01	4.6900e-01	1.4360e+00	196	2.2817e+02	8.5902e-01	7.6400e-01	9.6700e-01	84	8.8755e+01	9.4643e-01	7.9200e-01	1.1350e+00	5.8804e-01	7.7253e-01	3.9513e-01	2.3139e-05	5.1275e-01	4.8723e-01	[]
AARD	ENST00000378279	true	1	4.1855e+00	2.3892e-01	8.4000e-02	1.1220e+00	90	8.0960e+01	1.1117e+00	9.3600e-01	1.3250e+00	38	3.5899e+01	1.0585e+00	8.1600e-01	1.3870e+00	1.4511e+00	-3.6448e-01	-2.7453e-01	3.2549e-01	6.1425e-01	6.0263e-02	[]
AARS	ENST00000261772	true	22	4.8658e+01	4.5214e-01	3.2200e-01	6.4600e-01	537	5.4647e+02	9.8266e-01	9.1500e-01	1.0550e+00	231	2.1175e+02	1.0909e+00	9.7900e-01	1.2170e+00	3.5617e+00	1.4704e-01	-1.0360e+00	8.0844e-09	9.9996e-01	4.3933e-05	[]
AARS	ENST00000565361	false	6	1.3876e+01	4.3239e-01	2.3600e-01	8.5300e-01	150	1.5417e+02	9.7298e-01	8.5100e-01	1.1140e+00	71	5.8980e+01	1.2038e+00	9.9300e-01	1.4670e+00	1.9705e+00	1.2170e-01	-1.2254e+00	5.0605e-03	9.7035e-01	2.4586e-02	[]
AARS2	ENST00000244571	true	35	5.3897e+01	6.4939e-01	4.9500e-01	8.6100e-01	561	5.6650e+02	9.9029e-01	9.2300e-01	1.0620e+00	196	2.2545e+02	8.6938e-01	7.7300e-01	9.7900e-01	2.3989e+00	8.3882e-02	1.5356e+00	2.6510e-17	9.4458e-01	5.5415e-02	[]
AARSD1	ENST00000427569	true	16	2.1572e+01	7.4170e-01	5.0100e-01	1.1270e+00	242	2.4271e+02	9.9706e-01	8.9700e-01	1.1090e+00	92	9.1058e+01	1.0103e+00	8.5300e-01	1.2020e+00	1.1181e+00	1.6641e-02	-7.7274e-02	3.3662e-09	5.2695e-01	4.7305e-01	[]
AARSD1	ENST00000430739	false	7	7.6435e+00	9.1581e-01	5.1800e-01	1.6560e+00	83	8.3753e+01	9.9101e-01	8.2900e-01	1.1890e+00	27	3.1622e+01	8.5383e-01	6.2800e-01	1.1770e+00	2.1691e-01	2.9840e-02	6.4353e-01	3.8132e-05	3.9136e-01	6.0860e-01	[]
AASDH	ENST00000205214	true	28	4.5813e+01	6.1119e-01	4.5200e-01	8.3800e-01	530	5.5229e+02	9.5965e-01	8.9300e-01	1.0310e+00	186	2.0566e+02	9.0440e-01	8.0200e-01	1.0210e+00	2.4527e+00	3.4402e-01	1.0734e+00	1.3788e-13	9.7986e-01	2.0141e-02	[]
AASDH	ENST00000434343	false	11	2.3280e+01	4.7251e-01	2.9600e-01	7.8200e-01	284	3.0484e+02	9.3162e-01	8.4500e-01	1.0280e+00	108	1.1467e+02	9.4182e-01	8.0500e-01	1.1050e+00	2.3720e+00	4.3310e-01	4.8776e-01	4.5750e-05	9.9238e-01	7.5759e-03	[]
AASDH	ENST00000451613	false	26	3.5528e+01	7.3182e-01	5.3500e-01	1.0150e+00	405	4.3280e+02	9.3576e-01	8.6200e-01	1.0160e+00	149	1.6011e+02	9.3064e-01	8.1400e-01	1.0660e+00	1.4898e+00	4.8484e-01	6.8717e-01	3.8671e-14	4.7549e-01	5.2451e-01	[]
AASDH	ENST00000502617	false	25	3.3523e+01	7.4576e-01	5.4200e-01	1.0420e+00	395	4.2271e+02	9.3445e-01	8.6000e-01	1.0160e+00	146	1.5687e+02	9.3069e-01	8.1300e-01	1.0680e+00	1.3719e+00	4.8894e-01	6.7971e-01	7.9993e-14	4.0018e-01	5.9982e-01	[]
AASDH	ENST00000513376	false	25	4.1429e+01	6.0344e-01	4.3900e-01	8.4300e-01	475	5.0071e+02	9.4865e-01	8.7900e-01	1.0230e+00	172	1.8485e+02	9.3048e-01	8.2100e-01	1.0560e+00	2.3789e+00	4.1685e-01	7.4000e-01	3.7651e-12	9.7898e-01	2.1020e-02	[]
AASDH	ENST00000602986	false	22	3.4385e+01	6.3982e-01	4.5600e-01	9.1400e-01	360	3.9748e+02	9.0571e-01	8.3000e-01	9.8800e-01	137	1.4413e+02	9.5055e-01	8.2600e-01	1.0950e+00	1.9684e+00	6.8196e-01	4.6479e-01	3.5519e-11	9.1436e-01	8.5636e-02	[]
AASDHPPT	ENST00000278618	true	5	1.4755e+01	3.3886e-01	1.7600e-01	7.1200e-01	150	1.6740e+02	8.9604e-01	7.8400e-01	1.0260e+00	55	5.6715e+01	9.6976e-01	7.8000e-01	1.2140e+00	2.3669e+00	4.8797e-01	1.7832e-01	3.6069e-02	9.5693e-01	7.0014e-03	[]
AASDHPPT	ENST00000524411	false	3	8.5348e+00	3.5150e-01	1.5900e-01	9.0800e-01	82	9.8149e+01	8.3547e-01	6.9800e-01	1.0040e+00	29	3.2005e+01	9.0612e-01	6.7400e-01	1.2350e+00	1.7657e+00	5.9135e-01	4.1583e-01	8.7071e-02	8.7422e-01	3.8710e-02	[]
AASDHPPT	ENST00000533423	false	3	6.5655e+00	4.5693e-01	2.0700e-01	1.1770e+00	66	8.4139e+01	7.8442e-01	6.4200e-01	9.6300e-01	25	2.7170e+01	9.2012e-01	6.7000e-01	1.2850e+00	1.2969e+00	7.1739e-01	3.2599e-01	4.0577e-02	8.5094e-01	1.0849e-01	[]
AASS	ENST00000393376	true	26	4.4736e+01	5.8118e-01	4.2500e-01	8.0600e-01	445	5.0878e+02	8.7464e-01	8.0800e-01	9.4600e-01	172	1.8176e+02	9.4628e-01	8.3500e-01	1.0740e+00	2.6107e+00	1.0258e+00	5.6706e-01	2.5265e-12	9.9221e-01	7.7928e-03	[]
AASS	ENST00000417368	false	26	4.4736e+01	5.8118e-01	4.2500e-01	8.0600e-01	445	5.0878e+02	8.7464e-01	8.0800e-01	9.4600e-01	172	1.8176e+02	9.4628e-01	8.3500e-01	1.0740e+00	2.6107e+00	1.0258e+00	5.6706e-01	2.5265e-12	9.9221e-01	7.7928e-03	[]
AATF	ENST00000225402	true	20	2.8905e+01	6.9192e-01	4.8600e-01	1.0050e+00	289	3.0822e+02	9.3763e-01	8.5100e-01	1.0340e+00	118	1.1632e+02	1.0145e+00	8.7300e-01	1.1820e+00	1.5437e+00	3.9723e-01	-1.2217e-01	9.8076e-11	7.2424e-01	2.7576e-01	[]
AATF	ENST00000589579	false	8	1.0210e+01	7.8357e-01	4.5900e-01	1.4080e+00	79	8.8493e+01	8.9273e-01	7.4300e-01	1.0760e+00	27	2.8475e+01	9.4820e-01	6.9800e-01	1.3080e+00	6.4451e-01	3.6608e-01	2.1641e-01	2.6482e-05	5.4152e-01	4.5846e-01	[]
AATF	ENST00000593084	false	5	6.5201e+00	7.6686e-01	3.9900e-01	1.5640e+00	54	5.5679e+01	9.6984e-01	7.7800e-01	1.2170e+00	21	1.8755e+01	1.1197e+00	7.9300e-01	1.6060e+00	5.5482e-01	8.1640e-02	-4.0587e-01	1.0752e-03	6.2068e-01	3.7825e-01	[]
AATK	ENST00000326724	true	9	4.1762e+01	2.1551e-01	1.2900e-01	3.7600e-01	638	7.1524e+02	8.9201e-01	8.3500e-01	9.5200e-01	402	3.4756e+02	1.1566e+00	1.0650e+00	1.2560e+00	4.7248e+00	1.0477e+00	-2.2864e+00	5.5620e-01	4.4380e-01	3.5549e-08	[]
AATK	ENST00000417379	false	8	3.7911e+01	2.1102e-01	1.2300e-01	3.8100e-01	588	6.4719e+02	9.0854e-01	8.4800e-01	9.7300e-01	361	3.1204e+02	1.1569e+00	1.0610e+00	1.2620e+00	4.5275e+00	8.4408e-01	-2.1698e+00	6.0702e-01	3.9298e-01	1.1523e-07	[]
AATK	ENST00000575363	false	2	4.8395e+00	4.1327e-01	1.6800e-01	1.2820e+00	45	6.5888e+01	6.8298e-01	5.3700e-01	8.7600e-01	28	2.9933e+01	9.3541e-01	6.9200e-01	1.2820e+00	1.2029e+00	9.3354e-01	2.7666e-01	1.0169e-01	7.8172e-01	1.1659e-01	[]
ABAT	ENST00000268251	false	9	2.7517e+01	3.2708e-01	1.9600e-01	5.7100e-01	264	2.9240e+02	9.0288e-01	8.1600e-01	1.0000e+00	127	1.1583e+02	1.0965e+00	9.4800e-01	1.2710e+00	3.2898e+00	6.0247e-01	-8.1279e-01	6.0470e-03	9.9379e-01	1.6717e-04	[]
ABAT	ENST00000396600	true	9	2.7517e+01	3.2708e-01	1.9600e-01	5.7100e-01	264	2.9240e+02	9.0288e-01	8.1600e-01	1.0000e+00	127	1.1583e+02	1.0965e+00	9.4800e-01	1.2710e+00	3.2898e+00	6.0247e-01	-8.1279e-01	6.0470e-03	9.9379e-01	1.6717e-04	[]
ABAT	ENST00000425191	false	9	2.7517e+01	3.2708e-01	1.9600e-01	5.7100e-01	264	2.9240e+02	9.0288e-01	8.1600e-01	1.0000e+00	127	1.1583e+02	1.0965e+00	9.4800e-01	1.2710e+00	3.2898e+00	6.0247e-01	-8.1279e-01	6.0470e-03	9.9379e-01	1.6717e-04	[]
ABAT	ENST00000561870	false	2	3.3422e+00	5.9841e-01	2.4000e-01	1.6590e+00	35	3.9500e+01	8.8608e-01	6.7600e-01	1.1750e+00	16	1.4743e+01	1.0852e+00	7.3300e-01	1.6330e+00	6.8423e-01	2.5974e-01	-2.5627e-01	5.2790e-02	7.1044e-01	2.3677e-01	[]
ABAT	ENST00000564714	false	5	6.2857e+00	7.9546e-01	4.1300e-01	1.6060e+00	59	5.7369e+01	1.0284e+00	8.3300e-01	1.2770e+00	21	2.0654e+01	1.0167e+00	7.2000e-01	1.4630e+00	4.7793e-01	-7.8097e-02	-5.9552e-02	9.3748e-04	5.9076e-01	4.0831e-01	[]
ABAT	ENST00000565016	false	3	5.6506e+00	5.3092e-01	2.4000e-01	1.3530e+00	51	5.3826e+01	9.4750e-01	7.5600e-01	1.1960e+00	21	1.9471e+01	1.0785e+00	7.6400e-01	1.5500e+00	1.0392e+00	1.3973e-01	-2.7129e-01	2.7263e-02	8.0499e-01	1.6774e-01	[]
ABAT	ENST00000567812	false	11	2.9683e+01	3.7058e-01	2.3200e-01	6.1300e-01	276	3.0238e+02	9.1277e-01	8.2600e-01	1.0080e+00	130	1.1925e+02	1.0902e+00	9.4500e-01	1.2610e+00	3.1960e+00	5.5029e-01	-7.7095e-01	5.0523e-04	9.9925e-01	2.4493e-04	[]
ABAT	ENST00000568847	false	0	1.1733e+00	0.0000e+00	0.0000e+00	1.6700e+00	13	1.9447e+01	6.6847e-01	4.3400e-01	1.0630e+00	9	6.2673e+00	1.4360e+00	8.3000e-01	1.9210e+00	1.0095e+00	5.3038e-01	-8.5463e-01	4.2099e-01	4.7114e-01	1.0787e-01	[]
ABAT	ENST00000569156	false	14	2.9025e+01	4.8234e-01	3.1800e-01	7.5400e-01	273	3.0028e+02	9.0915e-01	8.2300e-01	1.0050e+00	126	1.1951e+02	1.0543e+00	9.1100e-01	1.2220e+00	2.5992e+00	5.7113e-01	-4.6457e-01	2.7977e-06	9.9649e-01	3.5042e-03	[]
ABCA1	ENST00000374733	false	2	4.3447e+00	4.6033e-01	1.8700e-01	1.4040e+00	67	6.7789e+01	9.8837e-01	8.1100e-01	1.2110e+00	21	2.4226e+01	8.6683e-01	6.1400e-01	1.2480e+00	1.0484e+00	3.4752e-02	5.1321e-01	8.2991e-02	7.6767e-01	1.4934e-01	[]
ABCA1	ENST00000374736	true	42	1.1616e+02	3.6158e-01	2.8100e-01	4.6800e-01	1027	1.2223e+03	8.4025e-01	7.9700e-01	8.8500e-01	507	4.7409e+02	1.0694e+00	9.9400e-01	1.1510e+00	6.4125e+00	2.0261e+00	-1.1834e+00	3.5266e-12	1.0000e+00	3.8856e-14	[]
ABCA1	ENST00000423487	false	4	1.2802e+01	3.1245e-01	1.5300e-01	7.1500e-01	166	1.8935e+02	8.7667e-01	7.7200e-01	9.9700e-01	59	6.9237e+01	8.5215e-01	6.9000e-01	1.0580e+00	2.2927e+00	6.1568e-01	9.6320e-01	8.5532e-02	9.0571e-01	8.7594e-03	[]
ABCA10	ENST00000269081	true	60	7.6685e+01	7.8242e-01	6.3500e-01	9.7000e-01	761	7.6387e+02	9.9625e-01	9.3800e-01	1.0580e+00	259	2.6427e+02	9.8005e-01	8.8500e-01	1.0860e+00	1.7757e+00	3.7649e-02	2.5397e-01	2.6533e-33	1.5102e-02	9.8490e-01	[]
ABCA10	ENST00000416101	false	18	2.1985e+01	8.1872e-01	5.6500e-01	1.2140e+00	209	2.2914e+02	9.1212e-01	8.1400e-01	1.0230e+00	68	7.5212e+01	9.0411e-01	7.4300e-01	1.1060e+00	7.9217e-01	4.8256e-01	6.5111e-01	6.3274e-11	2.2967e-01	7.7033e-01	[]
ABCA10	ENST00000423818	false	5	3.0262e+00	1.6522e+00	7.4700e-01	1.9420e+00	42	4.6717e+01	8.9903e-01	7.0100e-01	1.1630e+00	15	1.4235e+01	1.0538e+00	7.0400e-01	1.6090e+00	-1.0575e+00	2.5036e-01	-1.5879e-01	9.4181e-05	2.0083e-01	7.9907e-01	[]
ABCA10	ENST00000432313	false	13	1.8807e+01	6.9124e-01	4.4900e-01	1.0990e+00	186	2.0619e+02	9.0208e-01	8.0000e-01	1.0190e+00	62	6.8563e+01	9.0427e-01	7.3600e-01	1.1170e+00	1.2479e+00	5.1009e-01	6.2060e-01	2.2947e-07	7.1769e-01	2.8231e-01	[]
ABCA10	ENST00000521538	false	1	2.0662e+00	4.8398e-01	1.6300e-01	1.7300e+00	27	2.3627e+01	1.1428e+00	8.4100e-01	1.5730e+00	12	9.5603e+00	1.2552e+00	7.9600e-01	1.8480e+00	6.9129e-01	-2.5177e-01	-6.1777e-01	1.5515e-01	6.4682e-01	1.9803e-01	[]
ABCA10	ENST00000522787	false	1	2.0662e+00	4.8398e-01	1.6300e-01	1.7300e+00	27	2.3650e+01	1.1416e+00	8.4000e-01	1.5720e+00	12	9.5603e+00	1.2552e+00	7.9600e-01	1.8480e+00	6.9129e-01	-2.4990e-01	-6.1777e-01	1.5515e-01	6.4682e-01	1.9803e-01	[]
ABCA12	ENST00000272895	true	49	1.3213e+02	3.7085e-01	2.9400e-01	4.7100e-01	1169	1.3630e+03	8.5769e-01	8.1700e-01	9.0000e-01	515	5.0998e+02	1.0098e+00	9.3900e-01	1.0860e+00	6.7400e+00	1.9060e+00	-1.7414e-01	1.3440e-14	1.0000e+00	1.6044e-15	[]
ABCA12	ENST00000389661	false	40	1.1078e+02	3.6107e-01	2.7900e-01	4.7000e-01	1007	1.2057e+03	8.3517e-01	7.9200e-01	8.8000e-01	460	4.5228e+02	1.0171e+00	9.4100e-01	1.0990e+00	6.2675e+00	2.0764e+00	-2.8408e-01	1.2794e-11	1.0000e+00	1.4918e-13	[]
ABCA12	ENST00000412081	false	0	4.0883e+00	0.0000e+00	0.0000e+00	7.3100e-01	36	4.0285e+01	8.9364e-01	6.8400e-01	1.1800e+00	7	1.2000e+01	5.8332e-01	3.3100e-01	1.0960e+00	1.8844e+00	2.4491e-01	1.1301e+00	7.1726e-01	2.6982e-01	1.2913e-02	[]
ABCA13	ENST00000411975	false	34	3.8551e+01	8.8194e-01	6.7000e-01	1.1740e+00	400	4.3499e+02	9.1956e-01	8.4600e-01	9.9900e-01	190	1.7605e+02	1.0793e+00	9.5800e-01	1.2170e+00	6.8315e-01	6.0866e-01	-8.2341e-01	4.5155e-21	9.6144e-03	9.9039e-01	[]
ABCA13	ENST00000435451	false	5	5.8510e+00	8.5455e-01	4.4300e-01	1.6820e+00	88	8.6475e+01	1.0176e+00	8.5600e-01	1.2150e+00	42	3.6686e+01	1.1448e+00	8.9300e-01	1.4810e+00	3.2789e-01	-5.9504e-02	-6.8691e-01	7.1966e-04	5.3355e-01	4.6573e-01	[]
ABCA13	ENST00000435803	true	181	1.9895e+02	9.0978e-01	8.0500e-01	1.0290e+00	2615	2.4713e+03	1.0581e+00	1.0240e+00	1.0930e+00	973	9.5974e+02	1.0138e+00	9.6100e-01	1.0690e+00	1.1860e+00	-1.0487e+00	-3.3511e-01	4.7827e-112	1.7181e-14	1.0000e+00	[]
ABCA13	ENST00000544596	false	34	3.8033e+01	8.9397e-01	6.7900e-01	1.1900e+00	389	4.0293e+02	9.6544e-01	8.8800e-01	1.0500e+00	171	1.5881e+02	1.0768e+00	9.5000e-01	1.2220e+00	6.0941e-01	2.5169e-01	-7.5748e-01	2.8219e-21	7.2944e-03	9.9271e-01	[]
ABCA2	ENST00000265662	false	11	1.1540e+02	9.5323e-02	5.9000e-02	1.5800e-01	979	1.5828e+03	6.1852e-01	5.8600e-01	6.5200e-01	819	7.3973e+02	1.1072e+00	1.0450e+00	1.1730e+00	9.0572e+00	5.5060e+00	-2.2819e+00	1.0000e+00	2.3663e-11	5.9379e-35	[]
ABCA2	ENST00000341511	true	11	1.1748e+02	9.3636e-02	5.8000e-02	1.5500e-01	979	1.5828e+03	6.1852e-01	5.8600e-01	6.5200e-01	819	7.3973e+02	1.1072e+00	1.0450e+00	1.1730e+00	9.1555e+00	5.5059e+00	-2.2819e+00	1.0000e+00	1.0875e-11	8.9374e-36	[]
ABCA2	ENST00000371605	false	11	1.1640e+02	9.4504e-02	5.8000e-02	1.5600e-01	979	1.5773e+03	6.2069e-01	5.8800e-01	6.5400e-01	819	7.3973e+02	1.1072e+00	1.0450e+00	1.1730e+00	9.1046e+00	5.4650e+00	-2.2819e+00	1.0000e+00	1.6276e-11	2.3866e-35	[]
ABCA2	ENST00000448336	false	2	8.6191e+00	2.3204e-01	9.4000e-02	7.3000e-01	79	1.2770e+02	6.1863e-01	5.1500e-01	7.4600e-01	59	6.2554e+01	9.4319e-01	7.6400e-01	1.1720e+00	2.1012e+00	1.5635e+00	3.5179e-01	3.4403e-01	6.4336e-01	1.2606e-02	[]
ABCA2	ENST00000470535	false	1	9.4602e+00	1.0571e-01	3.7000e-02	5.0100e-01	93	1.3351e+02	6.9656e-01	5.8800e-01	8.2800e-01	57	6.1282e+01	9.3013e-01	7.5100e-01	1.1600e+00	2.5635e+00	1.2720e+00	4.2823e-01	7.9116e-01	2.0764e-01	1.1991e-03	[]
ABCA2	ENST00000490486	false	2	9.8909e+00	2.0221e-01	8.2000e-02	6.3700e-01	83	1.3437e+02	6.1768e-01	5.1600e-01	7.4100e-01	59	6.4704e+01	9.1184e-01	7.3900e-01	1.1330e+00	2.3384e+00	1.6078e+00	5.5521e-01	4.6004e-01	5.3467e-01	5.2918e-03	[]
ABCA3	ENST00000301732	true	26	7.1990e+01	3.6116e-01	2.6400e-01	5.0100e-01	987	1.0253e+03	9.6269e-01	9.1300e-01	1.0150e+00	540	4.5617e+02	1.1838e+00	1.1020e+00	1.2710e+00	5.0517e+00	4.3340e-01	-3.0729e+00	6.8033e-08	1.0000e+00	3.4591e-09	[]
ABCA3	ENST00000382381	false	25	6.9463e+01	3.5991e-01	2.6100e-01	5.0300e-01	949	9.9425e+02	9.5449e-01	9.0400e-01	1.0070e+00	513	4.4375e+02	1.1561e+00	1.0750e+00	1.2440e+00	4.9719e+00	5.2059e-01	-2.5738e+00	1.3750e-07	1.0000e+00	6.2242e-09	[]
ABCA3	ENST00000567910	false	2	8.9166e+00	2.2430e-01	9.1000e-02	7.0600e-01	116	1.2576e+02	9.2237e-01	7.9300e-01	1.0760e+00	57	5.7904e+01	9.8438e-01	7.9500e-01	1.2270e+00	2.1587e+00	3.1581e-01	9.3039e-02	3.7021e-01	6.1944e-01	1.0346e-02	[]
ABCA4	ENST00000370225	true	87	1.1386e+02	7.6413e-01	6.4200e-01	9.1300e-01	1303	1.2609e+03	1.0334e+00	9.8700e-01	1.0820e+00	538	4.9790e+02	1.0805e+00	1.0060e+00	1.1600e+00	2.3456e+00	-4.3057e-01	-1.4070e+00	5.8485e-47	6.6386e-03	9.9336e-01	[]
ABCA4	ENST00000535735	false	39	4.9362e+01	7.9008e-01	6.1100e-01	1.0320e+00	551	5.5222e+02	9.9780e-01	9.3000e-01	1.0710e+00	230	2.1450e+02	1.0722e+00	9.6200e-01	1.1960e+00	1.3745e+00	1.8759e-02	-8.2845e-01	4.5111e-22	6.4192e-02	9.3581e-01	[]
ABCA4	ENST00000535881	false	12	1.9852e+01	6.0447e-01	3.8600e-01	9.7900e-01	208	2.2040e+02	9.4375e-01	8.4200e-01	1.0590e+00	82	8.6244e+01	9.5079e-01	7.9400e-01	1.1420e+00	1.6424e+00	3.0293e-01	3.5779e-01	2.2277e-06	9.0588e-01	9.4114e-02	[]
ABCA4	ENST00000536513	false	20	2.6206e+01	7.6318e-01	5.3600e-01	1.1090e+00	301	3.0337e+02	9.9219e-01	9.0200e-01	1.0920e+00	129	1.2158e+02	1.0610e+00	9.1900e-01	1.2280e+00	1.1298e+00	4.9336e-02	-5.2672e-01	1.8819e-11	3.8135e-01	6.1865e-01	[]
ABCA5	ENST00000392676	true	51	7.9274e+01	6.4334e-01	5.1300e-01	8.1200e-01	725	7.7147e+02	9.3976e-01	8.8300e-01	9.9900e-01	256	2.5425e+02	1.0069e+00	9.0800e-01	1.1170e+00	2.9595e+00	6.0698e-01	-8.5993e-02	1.2709e-24	9.8437e-01	1.5631e-02	[]
ABCA5	ENST00000392677	false	49	7.8343e+01	6.2546e-01	4.9600e-01	7.9400e-01	725	7.7192e+02	9.3921e-01	8.8300e-01	9.9900e-01	256	2.5442e+02	1.0062e+00	9.0800e-01	1.1160e+00	3.0896e+00	6.1270e-01	-7.7801e-02	2.4527e-23	9.9442e-01	5.5816e-03	[]
ABCA5	ENST00000586811	false	23	3.1328e+01	7.3417e-01	5.2700e-01	1.0400e+00	238	2.6610e+02	8.9441e-01	8.0400e-01	9.9600e-01	87	8.7312e+01	9.9643e-01	8.3700e-01	1.1910e+00	1.3867e+00	6.2484e-01	2.6154e-02	1.1642e-12	4.8913e-01	5.1087e-01	[]
ABCA5	ENST00000588665	false	2	1.9492e+00	1.0260e+00	3.7100e-01	1.8820e+00	11	1.5993e+01	6.8778e-01	4.3200e-01	1.1380e+00	11	5.7980e+00	1.8972e+00	1.0660e+00	1.9640e+00	-3.3889e-02	4.5297e-01	-1.6914e+00	2.5244e-02	5.7200e-01	4.0276e-01	[]
ABCA5	ENST00000588877	false	51	7.9274e+01	6.4334e-01	5.1300e-01	8.1200e-01	725	7.7147e+02	9.3976e-01	8.8300e-01	9.9900e-01	256	2.5425e+02	1.0069e+00	9.0800e-01	1.1170e+00	2.9595e+00	6.0698e-01	-8.5993e-02	1.2709e-24	9.8437e-01	1.5631e-02	[]
ABCA5	ENST00000589975	false	3	8.4433e+00	3.5531e-01	1.6100e-01	9.1800e-01	81	8.8934e+01	9.1079e-01	7.6000e-01	1.0960e+00	32	2.9939e+01	1.0689e+00	8.0600e-01	1.4360e+00	1.7459e+00	3.0520e-01	-2.9498e-01	8.4225e-02	8.7508e-01	4.0700e-02	[]
ABCA5	ENST00000592568	false	4	4.3472e+00	9.2013e-01	4.4300e-01	1.7900e+00	52	5.8423e+01	8.9006e-01	7.1100e-01	1.1210e+00	27	1.9680e+01	1.3719e+00	1.0080e+00	1.8300e+00	1.5521e-01	3.0486e-01	-1.2919e+00	2.0932e-03	5.2350e-01	4.7441e-01	[]
ABCA5	ENST00000593153	false	23	4.0636e+01	5.6600e-01	4.0600e-01	8.0200e-01	409	4.3319e+02	9.4417e-01	8.7000e-01	1.0250e+00	155	1.4392e+02	1.0770e+00	9.4400e-01	1.2310e+00	2.5784e+00	4.2158e-01	-7.2320e-01	7.6810e-11	9.9300e-01	6.9996e-03	[]
ABCA6	ENST00000284425	true	52	7.7261e+01	6.7304e-01	5.3800e-01	8.4800e-01	814	7.8176e+02	1.0412e+00	9.8200e-01	1.1030e+00	265	2.7987e+02	9.4688e-01	8.5600e-01	1.0480e+00	2.6784e+00	-4.1834e-01	6.9572e-01	1.0619e-25	9.0821e-01	9.1789e-02	[]
ABCA6	ENST00000590645	false	7	4.4828e+00	1.5615e+00	8.1600e-01	1.9380e+00	78	8.3445e+01	9.3475e-01	7.7800e-01	1.1280e+00	25	2.7023e+01	9.2514e-01	6.7300e-01	1.2920e+00	-1.1080e+00	2.1624e-01	3.0466e-01	3.1485e-06	1.0538e-01	8.9462e-01	[]
ABCA7	ENST00000263094	true	90	1.0130e+02	8.8848e-01	7.4800e-01	1.0590e+00	1475	1.3641e+03	1.0813e+00	1.0350e+00	1.1290e+00	633	6.1423e+02	1.0306e+00	9.6500e-01	1.1010e+00	1.0460e+00	-1.0897e+00	-5.9310e-01	4.4592e-55	7.8120e-07	1.0000e+00	[]
ABCA7	ENST00000433129	false	90	1.0130e+02	8.8848e-01	7.4800e-01	1.0590e+00	1475	1.3641e+03	1.0813e+00	1.0350e+00	1.1290e+00	633	6.1423e+02	1.0306e+00	9.6500e-01	1.1010e+00	1.0460e+00	-1.0897e+00	-5.9310e-01	4.4592e-55	7.8120e-07	1.0000e+00	[]
ABCA7	ENST00000435683	false	89	9.3571e+01	9.5115e-01	8.0000e-01	1.1340e+00	1380	1.2799e+03	1.0782e+00	1.0310e+00	1.1270e+00	592	5.7362e+02	1.0320e+00	9.6400e-01	1.1050e+00	4.4037e-01	-1.0152e+00	-6.0091e-01	4.3994e-57	2.6638e-08	1.0000e+00	[]
ABCA7	ENST00000524850	false	2	6.8924e+00	2.9017e-01	1.1800e-01	9.1300e-01	111	9.7866e+01	1.1342e+00	9.7200e-01	1.3280e+00	44	4.8171e+01	9.1341e-01	7.1700e-01	1.1740e+00	1.7368e+00	-4.8163e-01	4.7053e-01	2.1080e-01	7.5196e-01	3.7240e-02	[]
ABCA7	ENST00000525073	false	20	2.6857e+01	7.4468e-01	5.2300e-01	1.0820e+00	369	3.6559e+02	1.0093e+00	9.2600e-01	1.1000e+00	160	1.5346e+02	1.0426e+00	9.1600e-01	1.1890e+00	1.2332e+00	-6.4653e-02	-4.1313e-01	2.9369e-11	4.6651e-01	5.3349e-01	[]
ABCA7	ENST00000531467	false	1	4.8959e+00	2.0425e-01	7.2000e-02	9.6600e-01	88	8.2252e+01	1.0699e+00	9.0000e-01	1.2770e+00	37	4.0074e+01	9.2329e-01	7.0900e-01	1.2150e+00	1.6410e+00	-2.2991e-01	3.8020e-01	3.9312e-01	5.6877e-01	3.8102e-02	[]
ABCA8	ENST00000269080	true	78	7.9694e+01	9.7875e-01	8.1400e-01	1.1820e+00	825	8.1241e+02	1.0155e+00	9.5800e-01	1.0760e+00	294	3.1261e+02	9.4046e-01	8.5400e-01	1.0360e+00	1.7680e-01	-1.6019e-01	8.2415e-01	5.1249e-51	7.3743e-08	1.0000e+00	[]
ABCA8	ENST00000430352	false	79	8.1272e+01	9.7205e-01	8.1000e-01	1.1720e+00	835	8.2514e+02	1.0119e+00	9.5500e-01	1.0710e+00	296	3.1722e+02	9.3311e-01	8.4800e-01	1.0270e+00	2.3486e-01	-1.2447e-01	9.3283e-01	1.9210e-51	7.9688e-08	1.0000e+00	[]
